datetime,local,visitante,competicion,temporada_slug,jornada,evento_importante,datetime_m30,datetime_p30,datetime_m60,datetime_p60,datetime_m90,datetime_p90
2025-01-29 20:00:00,juv,ben,uefa_champions_league,champions_league_2024,8,True,2025-01-29 19:30:00,2025-01-29 20:30:00,2025-01-29 19:00:00,2025-01-29 21:00:00,2025-01-29 18:30:00,2025-01-29 21:30:00
2025-01-29 20:00:00,psv,liv,uefa_champions_league,champions_league_2024,8,True,2025-01-29 19:30:00,2025-01-29 20:30:00,2025-01-29 19:00:00,2025-01-29 21:00:00,2025-01-29 18:30:00,2025-01-29 21:30:00
2025-02-01 20:00:00,esp,rma,laliga_ea_sports,laliga_easports_2024,22,True,2025-02-01 19:30:00,2025-02-01 20:30:00,2025-02-01 19:00:00,2025-02-01 21:00:00,2025-02-01 18:30:00,2025-02-01 21:30:00
2025-02-02 20:00:00,bet,ath,laliga_ea_sports,laliga_easports_2024,22,True,2025-02-02 19:30:00,2025-02-02 20:30:00,2025-02-02 19:00:00,2025-02-02 21:00:00,2025-02-02 18:30:00,2025-02-02 21:30:00
2025-02-06 20:30:00,val,bar,copa_del_rey,copa_del_rey_2024,6,True,2025-02-06 20:00:00,2025-02-06 21:00:00,2025-02-06 19:30:00,2025-02-06 21:30:00,2025-02-06 19:00:00,2025-02-06 22:00:00
2025-02-08 15:00:00,ath,gir,laliga_ea_sports,laliga_easports_2024,23,True,2025-02-08 14:30:00,2025-02-08 15:30:00,2025-02-08 14:00:00,2025-02-08 16:00:00,2025-02-08 13:30:00,2025-02-08 16:30:00
2025-02-08 20:00:00,rma,atm,laliga_ea_sports,laliga_easports_2024,23,True,2025-02-08 19:30:00,2025-02-08 20:30:00,2025-02-08 19:00:00,2025-02-08 21:00:00,2025-02-08 18:30:00,2025-02-08 21:30:00
2025-02-09 20:00:00,sev,bar,laliga_ea_sports,laliga_easports_2024,23,True,2025-02-09 19:30:00,2025-02-09 20:30:00,2025-02-09 19:00:00,2025-02-09 21:00:00,2025-02-09 18:30:00,2025-02-09 21:30:00
2025-02-11 20:00:00,juv,psv,uefa_champions_league,champions_league_2024,9,True,2025-02-11 19:30:00,2025-02-11 20:30:00,2025-02-11 19:00:00,2025-02-11 21:00:00,2025-02-11 18:30:00,2025-02-11 21:30:00
2025-02-11 20:00:00,mcfc,rma,uefa_champions_league,champions_league_2024,9,True,2025-02-11 19:30:00,2025-02-11 20:30:00,2025-02-11 19:00:00,2025-02-11 21:00:00,2025-02-11 18:30:00,2025-02-11 21:30:00
2025-02-11 20:00:00,scp,bvb,uefa_champions_league,champions_league_2024,9,True,2025-02-11 19:30:00,2025-02-11 20:30:00,2025-02-11 19:00:00,2025-02-11 21:00:00,2025-02-11 18:30:00,2025-02-11 21:30:00
2025-02-12 20:00:00,fey,acm,uefa_champions_league,champions_league_2024,9,True,2025-02-12 19:30:00,2025-02-12 20:30:00,2025-02-12 19:00:00,2025-02-12 21:00:00,2025-02-12 18:30:00,2025-02-12 21:30:00
2025-02-12 20:00:00,mon,ben,uefa_champions_league,champions_league_2024,9,True,2025-02-12 19:30:00,2025-02-12 20:30:00,2025-02-12 19:00:00,2025-02-12 21:00:00,2025-02-12 18:30:00,2025-02-12 21:30:00
2025-02-13 20:00:00,opo,rom,uefa_europa_league,europa_league_2024,9,True,2025-02-13 19:30:00,2025-02-13 20:30:00,2025-02-13 19:00:00,2025-02-13 21:00:00,2025-02-13 18:30:00,2025-02-13 21:30:00
2025-02-15 20:00:00,vil,val,laliga_ea_sports,laliga_easports_2024,24,True,2025-02-15 19:30:00,2025-02-15 20:30:00,2025-02-15 19:00:00,2025-02-15 21:00:00,2025-02-15 18:30:00,2025-02-15 21:30:00
2025-02-16 13:00:00,esp,ath,laliga_ea_sports,laliga_easports_2024,24,True,2025-02-16 12:30:00,2025-02-16 13:30:00,2025-02-16 12:00:00,2025-02-16 14:00:00,2025-02-16 11:30:00,2025-02-16 14:30:00
2025-02-16 20:00:00,bet,rso,laliga_ea_sports,laliga_easports_2024,24,True,2025-02-16 19:30:00,2025-02-16 20:30:00,2025-02-16 19:00:00,2025-02-16 21:00:00,2025-02-16 18:30:00,2025-02-16 21:30:00
2025-02-18 20:00:00,ben,mon,uefa_champions_league,champions_league_2024,10,True,2025-02-18 19:30:00,2025-02-18 20:30:00,2025-02-18 19:00:00,2025-02-18 21:00:00,2025-02-18 18:30:00,2025-02-18 21:30:00
2025-02-19 20:00:00,psv,juv,uefa_champions_league,champions_league_2024,10,True,2025-02-19 19:30:00,2025-02-19 20:30:00,2025-02-19 19:00:00,2025-02-19 21:00:00,2025-02-19 18:30:00,2025-02-19 21:30:00
2025-02-19 20:00:00,rma,mcfc,uefa_champions_league,champions_league_2024,10,True,2025-02-19 19:30:00,2025-02-19 20:30:00,2025-02-19 19:00:00,2025-02-19 21:00:00,2025-02-19 18:30:00,2025-02-19 21:30:00
2025-02-23 15:00:00,rma,gir,laliga_ea_sports,laliga_easports_2024,25,True,2025-02-23 14:30:00,2025-02-23 15:30:00,2025-02-23 14:00:00,2025-02-23 16:00:00,2025-02-23 13:30:00,2025-02-23 16:30:00
2025-02-25 20:30:00,bar,atm,copa_del_rey,copa_del_rey_2024,7,True,2025-02-25 20:00:00,2025-02-25 21:00:00,2025-02-25 19:30:00,2025-02-25 21:30:00,2025-02-25 19:00:00,2025-02-25 22:00:00
2025-02-26 20:30:00,rso,rma,copa_del_rey,copa_del_rey_2024,7,True,2025-02-26 20:00:00,2025-02-26 21:00:00,2025-02-26 19:30:00,2025-02-26 21:30:00,2025-02-26 19:00:00,2025-02-26 22:00:00
2025-03-01 20:00:00,atm,ath,laliga_ea_sports,laliga_easports_2024,26,True,2025-03-01 19:30:00,2025-03-01 20:30:00,2025-03-01 19:00:00,2025-03-01 21:00:00,2025-03-01 18:30:00,2025-03-01 21:30:00
2025-03-02 15:00:00,bar,rso,laliga_ea_sports,laliga_easports_2024,26,True,2025-03-02 14:30:00,2025-03-02 15:30:00,2025-03-02 14:00:00,2025-03-02 16:00:00,2025-03-02 13:30:00,2025-03-02 16:30:00
2025-03-04 20:00:00,psv,ars,uefa_champions_league,champions_league_2024,11,True,2025-03-04 19:30:00,2025-03-04 20:30:00,2025-03-04 19:00:00,2025-03-04 21:00:00,2025-03-04 18:30:00,2025-03-04 21:30:00
2025-03-04 20:00:00,rma,atm,uefa_champions_league,champions_league_2024,11,True,2025-03-04 19:30:00,2025-03-04 20:30:00,2025-03-04 19:00:00,2025-03-04 21:00:00,2025-03-04 18:30:00,2025-03-04 21:30:00
2025-03-05 20:00:00,ben,bar,uefa_champions_league,champions_league_2024,11,True,2025-03-05 19:30:00,2025-03-05 20:30:00,2025-03-05 19:00:00,2025-03-05 21:00:00,2025-03-05 18:30:00,2025-03-05 21:30:00
2025-03-05 20:00:00,psg,liv,uefa_champions_league,champions_league_2024,11,True,2025-03-05 19:30:00,2025-03-05 20:30:00,2025-03-05 19:00:00,2025-03-05 21:00:00,2025-03-05 18:30:00,2025-03-05 21:30:00
2025-03-06 20:00:00,rom,ath,uefa_europa_league,europa_league_2024,11,True,2025-03-06 19:30:00,2025-03-06 20:30:00,2025-03-06 19:00:00,2025-03-06 21:00:00,2025-03-06 18:30:00,2025-03-06 21:30:00
2025-03-09 20:00:00,rso,sev,laliga_ea_sports,laliga_easports_2024,27,True,2025-03-09 19:30:00,2025-03-09 20:30:00,2025-03-09 19:00:00,2025-03-09 21:00:00,2025-03-09 18:30:00,2025-03-09 21:30:00
2025-03-10 20:00:00,esp,gir,laliga_ea_sports,laliga_easports_2024,27,True,2025-03-10 19:30:00,2025-03-10 20:30:00,2025-03-10 19:00:00,2025-03-10 21:00:00,2025-03-10 18:30:00,2025-03-10 21:30:00
2025-03-11 20:00:00,int,fey,uefa_champions_league,champions_league_2024,12,True,2025-03-11 19:30:00,2025-03-11 20:30:00,2025-03-11 19:00:00,2025-03-11 21:00:00,2025-03-11 18:30:00,2025-03-11 21:30:00
2025-03-11 20:00:00,liv,psg,uefa_champions_league,champions_league_2024,12,True,2025-03-11 19:30:00,2025-03-11 20:30:00,2025-03-11 19:00:00,2025-03-11 21:00:00,2025-03-11 18:30:00,2025-03-11 21:30:00
2025-03-12 20:00:00,ars,psv,uefa_champions_league,champions_league_2024,12,True,2025-03-12 19:30:00,2025-03-12 20:30:00,2025-03-12 19:00:00,2025-03-12 21:00:00,2025-03-12 18:30:00,2025-03-12 21:30:00
2025-03-12 20:00:00,atm,rma,uefa_champions_league,champions_league_2024,12,True,2025-03-12 19:30:00,2025-03-12 20:30:00,2025-03-12 19:00:00,2025-03-12 21:00:00,2025-03-12 18:30:00,2025-03-12 21:30:00
2025-03-13 20:00:00,mun,rso,uefa_europa_league,europa_league_2024,12,True,2025-03-13 19:30:00,2025-03-13 20:30:00,2025-03-13 19:00:00,2025-03-13 21:00:00,2025-03-13 18:30:00,2025-03-13 21:30:00
2025-03-15 20:00:00,gir,val,laliga_ea_sports,laliga_easports_2024,28,True,2025-03-15 19:30:00,2025-03-15 20:30:00,2025-03-15 19:00:00,2025-03-15 21:00:00,2025-03-15 18:30:00,2025-03-15 21:30:00
2025-03-16 15:00:00,sev,ath,laliga_ea_sports,laliga_easports_2024,28,True,2025-03-16 14:30:00,2025-03-16 15:30:00,2025-03-16 14:00:00,2025-03-16 16:00:00,2025-03-16 13:30:00,2025-03-16 16:30:00
2025-03-16 20:00:00,atm,bar,laliga_ea_sports,laliga_easports_2024,28,True,2025-03-16 19:30:00,2025-03-16 20:30:00,2025-03-16 19:00:00,2025-03-16 21:00:00,2025-03-16 18:30:00,2025-03-16 21:30:00
2025-03-29 15:00:00,esp,atm,laliga_ea_sports,laliga_easports_2024,29,True,2025-03-29 14:30:00,2025-03-29 15:30:00,2025-03-29 14:00:00,2025-03-29 16:00:00,2025-03-29 13:30:00,2025-03-29 16:30:00
2025-03-30 14:00:00,bar,gir,laliga_ea_sports,laliga_easports_2024,29,True,2025-03-30 13:30:00,2025-03-30 14:30:00,2025-03-30 13:00:00,2025-03-30 15:00:00,2025-03-30 12:30:00,2025-03-30 15:30:00
2025-03-30 19:00:00,bet,sev,laliga_ea_sports,laliga_easports_2024,29,True,2025-03-30 18:30:00,2025-03-30 19:30:00,2025-03-30 18:00:00,2025-03-30 20:00:00,2025-03-30 17:30:00,2025-03-30 20:30:00
2025-04-01 19:30:00,rma,rso,copa_del_rey,copa_del_rey_2024,8,True,2025-04-01 19:00:00,2025-04-01 20:00:00,2025-04-01 18:30:00,2025-04-01 20:30:00,2025-04-01 18:00:00,2025-04-01 21:00:00
2025-04-02 19:30:00,atm,bar,copa_del_rey,copa_del_rey_2024,8,True,2025-04-02 19:00:00,2025-04-02 20:00:00,2025-04-02 18:30:00,2025-04-02 20:30:00,2025-04-02 18:00:00,2025-04-02 21:00:00
2025-04-05 14:00:00,rma,val,laliga_ea_sports,laliga_easports_2024,30,True,2025-04-05 13:30:00,2025-04-05 14:30:00,2025-04-05 13:00:00,2025-04-05 15:00:00,2025-04-05 12:30:00,2025-04-05 15:30:00
2025-04-05 19:00:00,bar,bet,laliga_ea_sports,laliga_easports_2024,30,True,2025-04-05 18:30:00,2025-04-05 19:30:00,2025-04-05 18:00:00,2025-04-05 20:00:00,2025-04-05 17:30:00,2025-04-05 20:30:00
2025-04-06 14:00:00,sev,atm,laliga_ea_sports,laliga_easports_2024,30,True,2025-04-06 13:30:00,2025-04-06 14:30:00,2025-04-06 13:00:00,2025-04-06 15:00:00,2025-04-06 12:30:00,2025-04-06 15:30:00
2025-04-06 19:00:00,vil,ath,laliga_ea_sports,laliga_easports_2024,30,True,2025-04-06 18:30:00,2025-04-06 19:30:00,2025-04-06 18:00:00,2025-04-06 20:00:00,2025-04-06 17:30:00,2025-04-06 20:30:00
2025-04-08 19:00:00,ars,rma,uefa_champions_league,champions_league_2024,13,True,2025-04-08 18:30:00,2025-04-08 19:30:00,2025-04-08 18:00:00,2025-04-08 20:00:00,2025-04-08 17:30:00,2025-04-08 20:30:00
2025-04-08 19:00:00,bay,int,uefa_champions_league,champions_league_2024,13,True,2025-04-08 18:30:00,2025-04-08 19:30:00,2025-04-08 18:00:00,2025-04-08 20:00:00,2025-04-08 17:30:00,2025-04-08 20:30:00
2025-04-09 19:00:00,psg,avl,uefa_champions_league,champions_league_2024,13,True,2025-04-09 18:30:00,2025-04-09 19:30:00,2025-04-09 18:00:00,2025-04-09 20:00:00,2025-04-09 17:30:00,2025-04-09 20:30:00
2025-04-09 19:00:00,bar,bvb,uefa_champions_league,champions_league_2024,13,True,2025-04-09 18:30:00,2025-04-09 19:30:00,2025-04-09 18:00:00,2025-04-09 20:00:00,2025-04-09 17:30:00,2025-04-09 20:30:00
2025-04-11 19:00:00,val,sev,laliga_ea_sports,laliga_easports_2024,31,True,2025-04-11 18:30:00,2025-04-11 19:30:00,2025-04-11 18:00:00,2025-04-11 20:00:00,2025-04-11 17:30:00,2025-04-11 20:30:00
2025-04-15 19:00:00,avl,psg,uefa_champions_league,champions_league_2024,14,True,2025-04-15 18:30:00,2025-04-15 19:30:00,2025-04-15 18:00:00,2025-04-15 20:00:00,2025-04-15 17:30:00,2025-04-15 20:30:00
2025-04-15 19:00:00,bvb,bar,uefa_champions_league,champions_league_2024,14,True,2025-04-15 18:30:00,2025-04-15 19:30:00,2025-04-15 18:00:00,2025-04-15 20:00:00,2025-04-15 17:30:00,2025-04-15 20:30:00
2025-04-16 19:00:00,rma,ars,uefa_champions_league,champions_league_2024,14,True,2025-04-16 18:30:00,2025-04-16 19:30:00,2025-04-16 18:00:00,2025-04-16 20:00:00,2025-04-16 17:30:00,2025-04-16 20:30:00
2025-04-16 19:00:00,int,bay,uefa_champions_league,champions_league_2024,14,True,2025-04-16 18:30:00,2025-04-16 19:30:00,2025-04-16 18:00:00,2025-04-16 20:00:00,2025-04-16 17:30:00,2025-04-16 20:30:00
2025-04-20 14:00:00,vil,rso,laliga_ea_sports,laliga_easports_2024,32,True,2025-04-20 13:30:00,2025-04-20 14:30:00,2025-04-20 13:00:00,2025-04-20 15:00:00,2025-04-20 12:30:00,2025-04-20 15:30:00
2025-04-20 19:00:00,rma,ath,laliga_ea_sports,laliga_easports_2024,32,True,2025-04-20 18:30:00,2025-04-20 19:30:00,2025-04-20 18:00:00,2025-04-20 20:00:00,2025-04-20 17:30:00,2025-04-20 20:30:00
2025-04-21 19:00:00,gir,bet,laliga_ea_sports,laliga_easports_2024,32,True,2025-04-21 18:30:00,2025-04-21 19:30:00,2025-04-21 18:00:00,2025-04-21 20:00:00,2025-04-21 17:30:00,2025-04-21 20:30:00
2025-04-26 20:00:00,bar,rma,copa_del_rey,copa_del_rey_2024,9,True,2025-04-26 19:30:00,2025-04-26 20:30:00,2025-04-26 19:00:00,2025-04-26 21:00:00,2025-04-26 18:30:00,2025-04-26 21:30:00
2025-04-27 14:00:00,vil,esp,laliga_ea_sports,laliga_easports_2024,26,True,2025-04-27 13:30:00,2025-04-27 14:30:00,2025-04-27 13:00:00,2025-04-27 15:00:00,2025-04-27 12:30:00,2025-04-27 15:30:00
2025-04-29 19:00:00,ars,psg,uefa_champions_league,champions_league_2024,15,True,2025-04-29 18:30:00,2025-04-29 19:30:00,2025-04-29 18:00:00,2025-04-29 20:00:00,2025-04-29 17:30:00,2025-04-29 20:30:00
2025-04-30 19:00:00,bar,int,uefa_champions_league,champions_league_2024,15,True,2025-04-30 18:30:00,2025-04-30 19:30:00,2025-04-30 18:00:00,2025-04-30 20:00:00,2025-04-30 17:30:00,2025-04-30 20:30:00
2025-05-01 19:00:00,ath,mun,uefa_europa_league,europa_league_2024,15,True,2025-05-01 18:30:00,2025-05-01 19:30:00,2025-05-01 18:00:00,2025-05-01 20:00:00,2025-05-01 17:30:00,2025-05-01 20:30:00
2025-05-04 19:00:00,rso,ath,laliga_ea_sports,laliga_easports_2024,34,True,2025-05-04 18:30:00,2025-05-04 19:30:00,2025-05-04 18:00:00,2025-05-04 20:00:00,2025-05-04 17:30:00,2025-05-04 20:30:00
2025-05-06 19:00:00,int,bar,uefa_champions_league,champions_league_2024,16,True,2025-05-06 18:30:00,2025-05-06 19:30:00,2025-05-06 18:00:00,2025-05-06 20:00:00,2025-05-06 17:30:00,2025-05-06 20:30:00
2025-05-07 19:00:00,psg,ars,uefa_champions_league,champions_league_2024,16,True,2025-05-07 18:30:00,2025-05-07 19:30:00,2025-05-07 18:00:00,2025-05-07 20:00:00,2025-05-07 17:30:00,2025-05-07 20:30:00
2025-05-08 19:00:00,mun,ath,uefa_europa_league,europa_league_2024,16,True,2025-05-08 18:30:00,2025-05-08 19:30:00,2025-05-08 18:00:00,2025-05-08 20:00:00,2025-05-08 17:30:00,2025-05-08 20:30:00
2025-05-10 19:00:00,atm,rso,laliga_ea_sports,laliga_easports_2024,35,True,2025-05-10 18:30:00,2025-05-10 19:30:00,2025-05-10 18:00:00,2025-05-10 20:00:00,2025-05-10 17:30:00,2025-05-10 20:30:00
2025-05-11 14:00:00,bar,rma,laliga_ea_sports,laliga_easports_2024,35,True,2025-05-11 13:30:00,2025-05-11 14:30:00,2025-05-11 13:00:00,2025-05-11 15:00:00,2025-05-11 12:30:00,2025-05-11 15:30:00
2025-05-15 19:30:00,esp,bar,laliga_ea_sports,laliga_easports_2024,36,True,2025-05-15 19:00:00,2025-05-15 20:00:00,2025-05-15 18:30:00,2025-05-15 20:30:00,2025-05-15 18:00:00,2025-05-15 21:00:00
2025-05-21 19:00:00,tot,mun,uefa_europa_league,europa_league_2024,17,True,2025-05-21 18:30:00,2025-05-21 19:30:00,2025-05-21 18:00:00,2025-05-21 20:00:00,2025-05-21 17:30:00,2025-05-21 20:30:00
2025-05-23 19:00:00,bet,val,laliga_ea_sports,laliga_easports_2024,38,True,2025-05-23 18:30:00,2025-05-23 19:30:00,2025-05-23 18:00:00,2025-05-23 20:00:00,2025-05-23 17:30:00,2025-05-23 20:30:00
2025-05-24 14:00:00,rma,rso,laliga_ea_sports,laliga_easports_2024,38,True,2025-05-24 13:30:00,2025-05-24 14:30:00,2025-05-24 13:00:00,2025-05-24 15:00:00,2025-05-24 12:30:00,2025-05-24 15:30:00
2025-05-25 14:00:00,vil,sev,laliga_ea_sports,laliga_easports_2024,38,True,2025-05-25 13:30:00,2025-05-25 14:30:00,2025-05-25 13:00:00,2025-05-25 15:00:00,2025-05-25 12:30:00,2025-05-25 15:30:00
2025-05-25 19:00:00,ath,bar,laliga_ea_sports,laliga_easports_2024,38,True,2025-05-25 18:30:00,2025-05-25 19:30:00,2025-05-25 18:00:00,2025-05-25 20:00:00,2025-05-25 17:30:00,2025-05-25 20:30:00
